Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
PTSA.SA02NS6NS,2019.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA02NS6NS,2020.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA02NS6NS,2021.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA02NS7ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02NS7NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02NS7NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02NS7NS,2016.09,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,Total all affiliations,Number of transfers
PTSA.SA02UB1ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02UB1NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02UB1NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02UB1NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02UB1PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02UB1PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02UB1PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02UB1PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02UB2ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA02UB2PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA02UB2PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA02UB2PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA02UB3ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB3NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB3NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB3NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA02UB3PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA02UB3PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA02UB3PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA02UB3PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,No NZ citizens or resident visas,Proportion of transfers (where affiliation known)
PTSA.SA02UB4ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA02UB4NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA02UB4NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA02UB4NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA02UB4PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA02UB4PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA02UB4PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA02UB4PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Corporate only,Proportion of transfers (where affiliation known)
PTSA.SA02UB5ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02UB5NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02UB5NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02UB5NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total where affiliation known,Number of transfers
PTSA.SA02UB6ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6ND,2018.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6ND,2020.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6ND,2021.12,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NJ,2020.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NJ,2021.06,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NM,2020.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NM,2021.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NM,2022.03,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NS,2016.09,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NS,2018.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NS,2020.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB6NS,2021.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Affiliation unknown,Number of transfers
PTSA.SA02UB7ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total all affiliations,Number of transfers
PTSA.SA02UB7NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total all affiliations,Number of transfers
PTSA.SA02UB7NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total all affiliations,Number of transfers
PTSA.SA02UB7NS,2016.09,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,Total all affiliations,Number of transfers
PTSA.SA02US1ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02US1NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02US1NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02US1NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02US1PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02US1PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02US1PM,2017.03,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02US1PS,2016.09,-1,C,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ citizen,Proportion of transfers (where affiliation known)
PTSA.SA02US2ND,2016.12,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02US2NJ,2017.06,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02US2NM,2017.03,-1,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02US2NS,2016.09,-1,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02US2PD,2016.12,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
PTSA.SA02US2PJ,2017.06,-1,P,Percent,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Sellers,At least one NZ resident visa (but no citizens),Proportion of transfers (where affiliation known)
